MSA name,Output
281.ID_114:binLong:7_left_left__REDUCED__11908-11962___12102-12194__DOTS_1,no significant pairs
2810.ID_4:binLong:9_left_left__REDUCED__11917-11991___12135-12185__DOTS_1,no significant pairs
2811.ID_4:binShort:2_left_left__REDUCED__2026-2064___2049-2110__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2812.ID_4:binShort:3_left_left__REDUCED__10632-10700___10680-10751__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2813.ID_4:binShort:4_left_left__REDUCED__12153-12215___12185-12278__DOTS_1,no significant pairs
2814.ID_5_left__REDUCED__12600-12659___12665-12725__DOTS_1,no significant pairs
2815.ID_50_left__REDUCED__2265-2336___2385-2433__DOTS_1,no significant pairs
2816.ID_500_left__REDUCED__16093-16150___16559-16636__DOTS_1,no significant pairs
2817.ID_500:binLong:57_left_left__REDUCED__4098-4147___5002-5055__DOTS_1,no significant pairs
2818.ID_501_left__REDUCED__11219-11274___12269-12339__DOTS_1,no significant pairs
2819.ID_501:binLong:17_left_left__REDUCED__3130-3193___3610-3647__DOTS_1,no significant pairs
282.ID_114:binShort:3_left_left__REDUCED__4981-5079___5018-5090__DOTS_1,no significant pairs
2820.ID_501:binShort:2_left_left__REDUCED__20440-20485___20476-20538__DOTS_1,no significant pairs
2821.ID_502_left__REDUCED__28447-28515___28649-28703__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2822.ID_502:binLong:36_left_left__REDUCED__2671-2715___2733-2768__DOTS_1,no significant pairs
2823.ID_502:binShort:2_left_left__REDUCED__18002-18052___18040-18089__DOTS_1,no significant pairs
2824.ID_502:binShort:3_left_left__REDUCED__21136-21173___21164-21225__DOTS_1,no significant pairs
2825.ID_503_left__REDUCED__6084-6148___6385-6449__DOTS_1,no significant pairs
2826.ID_503:binLong:1_left_left__REDUCED__26428-26468___27080-27117__DOTS_1,no significant pairs
2827.ID_503:binShort:1_left_left__REDUCED__1462-1521___1509-1556__DOTS_1,no significant pairs
2828.ID_504_left__REDUCED__5181-5264___5591-5663__DOTS_1,no significant pairs
2829.ID_504:binShort:1_left_left__REDUCED__3519-3566___3561-3611__DOTS_1,no significant pairs
283.ID_115_left__REDUCED__4451-4525___4647-4695__DOTS_1,no significant pairs
2830.ID_505_left__REDUCED__1001-1135___1246-1399__DOTS_1,no significant pairs
2831.ID_505:binShort:3_left_left__REDUCED__22009-22061___22053-22099__DOTS_1,no significant pairs
2832.ID_505:binShort:4_left_left__REDUCED__647-738___718-755__DOTS_1,no significant pairs
2833.ID_506_left__REDUCED__9003-9048___9199-9238__DOTS_1,no significant pairs
2834.ID_506:binLong:15_left_left__REDUCED__6853-6906___7168-7229__DOTS_1,no significant pairs
2835.ID_506:binLong:32_left_left__REDUCED__4098-4141___4989-5040__DOTS_1,no significant pairs
2836.ID_507_left__REDUCED__1126-1197___1241-1295__DOTS_1,no significant pairs
2837.ID_507:binLong:21_left_left__REDUCED__927-975___1357-1430__DOTS_1,no significant pairs
2838.ID_507:binShort:1_left_left__REDUCED__15121-15173___15160-15217__DOTS_1,no significant pairs
2839.ID_507:binShort:4_left_left__REDUCED__19254-19300___19291-19333__DOTS_1,no significant pairs
284.ID_1150_left__REDUCED__1556-1637___1577-1653__DOTS_1,no significant pairs
2840.ID_508_left__REDUCED__703-789___1543-1650__DOTS_1,no significant pairs
2841.ID_509_left__REDUCED__6553-6602___7268-7305__DOTS_1,no significant pairs
2842.ID_509:binShort:1_left_left__REDUCED__2339-2379___2369-2411__DOTS_1,no significant pairs
2843.ID_50:binLong:10_left_left__REDUCED__6848-6898___7174-7227__DOTS_1,no significant pairs
2844.ID_50:binLong:11_left_left__REDUCED__13369-13471___14759-14848__DOTS_1,no significant pairs
2845.ID_50:binLong:14_left_left__REDUCED__17550-17656___18050-18187__DOTS_1,no significant pairs
2846.ID_50:binLong:16_left_left__REDUCED__6926-6985___7157-7219__DOTS_1,no significant pairs
2847.ID_50:binLong:18_left_left__REDUCED__6121-6193___6241-6292__DOTS_1,no significant pairs
2848.ID_50:binLong:4_left_left__REDUCED__10078-10218___10766-10831__DOTS_1,no significant pairs
2849.ID_50:binLong:42_left_left__REDUCED__4309-4370___4873-4914__DOTS_1,no significant pairs
285.ID_1151_left__REDUCED__17544-17637___18100-18186__DOTS_1,no significant pairs
2850.ID_50:binLong:7_left_left__REDUCED__878-1022___1349-1436__DOTS_1,no significant pairs
2851.ID_50:binShort:3_left_left__REDUCED__5307-5371___5344-5393__DOTS_1,no significant pairs
2852.ID_50:binShort:4_left_left__REDUCED__7581-7649___7610-7681__DOTS_1,no significant pairs
2853.ID_51_left__REDUCED__26971-27053___27086-27134__DOTS_1,no significant pairs
2854.ID_510_left__REDUCED__11463-11512___11724-11777__DOTS_1,no significant pairs
2855.ID_510:binLong:38_left_left__REDUCED__16079-16142___16187-16244__DOTS_1,no significant pairs
2856.ID_510:binLong:4_left_left__REDUCED__15527-15561___17426-17476__DOTS_1,no significant pairs
2857.ID_510:binLong:55_left_left__REDUCED__4127-4177___5190-5243__DOTS_1,no significant pairs
2858.ID_510:binLong:74_left_left__REDUCED__11461-11510___11770-11814__DOTS_1,no significant pairs
2859.ID_510:binShort:2_left_left__REDUCED__29054-29125___29122-29158__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
286.ID_1152_left__REDUCED__21052-21103___21105-21143__DOTS_1,no significant pairs
2860.ID_510:binShort:4_left_left__REDUCED__28440-28482___28476-28503__DOTS_1,no significant pairs
2861.ID_511_left__REDUCED__27221-27261___27299-27344__DOTS_1,no significant pairs
2862.ID_511:binLong:14_left_left__REDUCED__8952-9004___9512-9539__DOTS_1,no significant pairs
2863.ID_511:binShort:4_left_left__REDUCED__1619-1673___1664-1713__DOTS_1,no significant pairs
2864.ID_512_left__REDUCED__13533-13587___14653-14701__DOTS_1,no significant pairs
2865.ID_512:binShort:1_left_left__REDUCED__3523-3558___3554-3610__DOTS_1,no significant pairs
2866.ID_513_left__REDUCED__5178-5255___5597-5662__DOTS_1,no significant pairs
2867.ID_513:binShort:4_left_left__REDUCED__7991-8018___8014-8087__DOTS_1,no significant pairs
2868.ID_514_left__REDUCED__20221-20265___20393-20433__DOTS_1,no significant pairs
2869.ID_514:binLong:12_left_left__REDUCED__6125-6177___6238-6286__DOTS_1,no significant pairs
287.ID_1153_left__REDUCED__22472-22512___22512-22567__DOTS_1,no significant pairs
2870.ID_514:binLong:55_left_left__REDUCED__14953-15005___15052-15119__DOTS_1,no significant pairs
2871.ID_514:binShort:4_left_left__REDUCED__935-986___971-1027__DOTS_1,no significant pairs
2872.ID_515_left__REDUCED__4446-4515___4659-4697__DOTS_1,no significant pairs
2873.ID_515:binLong:1_left_left__REDUCED__2499-2556___2648-2681__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2874.ID_515:binShort:4_left_left__REDUCED__16015-16061___16054-16108__DOTS_1,no significant pairs
2875.ID_516_left__REDUCED__26745-26786___26817-26877__DOTS_1,no significant pairs
2876.ID_516:binShort:2_left_left__REDUCED__21263-21315___21301-21352__DOTS_1,no significant pairs
2877.ID_517_left__REDUCED__28288-28347___29086-29145__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2878.ID_517:binShort:3_left_left__REDUCED__9939-9982___9976-10019__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2879.ID_517:binShort:4_left_left__REDUCED__13155-13228___13216-13267__DOTS_1,no significant pairs
288.ID_1153:binLong:64_left_left__REDUCED__18079-18130___18133-18184__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2880.ID_518_left__REDUCED__6834-6878___6854-6917__DOTS_1,no significant pairs
2881.ID_518:binLong:26_left_left__REDUCED__18576-18626___21044-21099__DOTS_1,no significant pairs
2882.ID_519_left__REDUCED__1923-1989___2935-2977__DOTS_1,no significant pairs
2883.ID_51:binLong:1_left_left__REDUCED__18793-18870___19019-19065__DOTS_1,no significant pairs
2884.ID_51:binLong:26_left_left__REDUCED__4358-4405___4758-4840__DOTS_1,no significant pairs
2885.ID_51:binLong:7_left_left__REDUCED__12445-12516___12583-12643__DOTS_1,no significant pairs
2886.ID_52_left__REDUCED__16414-16478___17426-17484__DOTS_1,no significant pairs
2887.ID_520_left__REDUCED__3226-3295___3398-3452__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2888.ID_520:binShort:3_left_left__REDUCED__29575-29630___29621-29672__DOTS_1,no significant pairs
2889.ID_521_left__REDUCED__2108-2163___2693-2749__DOTS_1,no significant pairs
289.ID_1154_left__REDUCED__15827-15875___15848-15914__DOTS_1,no significant pairs
2890.ID_521:binShort:1_left_left__REDUCED__8134-8191___8179-8243__DOTS_1,no significant pairs
2891.ID_521:binShort:3_left_left__REDUCED__12942-13003___12988-13035__DOTS_1,no significant pairs
2892.ID_522_left__REDUCED__14525-14577___14626-14669__DOTS_1,no significant pairs
2893.ID_522:binLong:69_left_left__REDUCED__16928-16973___16974-17020__DOTS_1,no significant pairs
2894.ID_522:binShort:1_left_left__REDUCED__3406-3427___3421-3480__DOTS_1,no significant pairs
2895.ID_523_left__REDUCED__25446-25478___25570-25626__DOTS_1,no significant pairs
2896.ID_523:binLong:7_left_left__REDUCED__2999-3040___4744-4811__DOTS_1,no significant pairs
2897.ID_524_left__REDUCED__3220-3290___3336-3393__DOTS_1,no significant pairs
2898.ID_524:binLong:65_left_left__REDUCED__832-883___1475-1522__DOTS_1,no significant pairs
2899.ID_525_left__REDUCED__1799-1855___1877-1939__DOTS_1,no significant pairs
29.ID_1016_left__REDUCED__1463-1517___1544-1595__DOTS_1,no significant pairs
290.ID_1154:binLong:35_left_left__REDUCED__17443-17500___17508-17559__DOTS_1,no significant pairs
2900.ID_525:binShort:2_left_left__REDUCED__1824-1879___1860-1925__DOTS_1,no significant pairs
2901.ID_525:binShort:3_left_left__REDUCED__5497-5573___5563-5602__DOTS_1,no significant pairs
2902.ID_526_left__REDUCED__4463-4519___4555-4647__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2903.ID_526:binLong:39_left_left__REDUCED__16417-16480___16590-16642__DOTS_1,no significant pairs
2904.ID_526:binShort:1_left_left__REDUCED__17521-17574___17564-17601__DOTS_1,no significant pairs
2905.ID_527_left__REDUCED__16923-17045___17310-17440__DOTS_1,no significant pairs
2906.ID_527:binLong:27_left_left__REDUCED__13545-13593___14536-14629__DOTS_1,no significant pairs
2907.ID_528_left__REDUCED__3227-3295___3306-3367__DOTS_1,no significant pairs
2908.ID_529_left__REDUCED__16426-16485___16564-16622__DOTS_1,no significant pairs
2909.ID_529:binLong:49_left_left__REDUCED__17452-17497___17565-17603__DOTS_1,no significant pairs
291.ID_1155_left__REDUCED__25107-25170___25125-25206__DOTS_1,no significant pairs
2910.ID_529:binShort:3_left_left__REDUCED__16389-16429___16420-16459__DOTS_1,no significant pairs
2911.ID_52:binLong:11_left_left__REDUCED__18763-18887___19004-19079__DOTS_1,no significant pairs
2912.ID_52:binLong:19_left_left__REDUCED__5840-5895___7476-7532__DOTS_1,no significant pairs
2913.ID_52:binLong:2_left_left__REDUCED__18749-18830___18991-19082__DOTS_1,no significant pairs
2914.ID_52:binLong:22_left_left__REDUCED__28321-28377___28909-29070__DOTS_1,no significant pairs
2915.ID_52:binLong:5_left_left__REDUCED__12351-12412___12727-12764__DOTS_1,no significant pairs
2916.ID_52:binLong:9_left_left__REDUCED__18765-18852___18888-18937__DOTS_1,no significant pairs
2917.ID_53_left__REDUCED__28272-28349___29108-29167__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2918.ID_530_left__REDUCED__2956-3033___3076-3136__DOTS_1,no significant pairs
2919.ID_530:binLong:24_left_left__REDUCED__11897-11955___12060-12122__DOTS_1,no significant pairs
292.ID_1156_left__REDUCED__11720-11775___11799-11854__DOTS_1,no significant pairs
2920.ID_530:binShort:1_left_left__REDUCED__12550-12612___12599-12639__DOTS_1,no significant pairs
2921.ID_531_left__REDUCED__26442-26509___26978-27035__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2922.ID_531:binLong:47_left_left__REDUCED__29709-29750___29748-29797__DOTS_1,no significant pairs
2923.ID_531:binLong:6_left_left__REDUCED__10300-10357___10668-10754__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2924.ID_531:binShort:1_left_left__REDUCED__20153-20205___20198-20239__DOTS_1,no significant pairs
2925.ID_532_left__REDUCED__28310-28358___29011-29094__DOTS_1,no significant pairs
2926.ID_532:binLong:25_left_left__REDUCED__19701-19773___20058-20107__DOTS_1,no significant pairs
2927.ID_532:binShort:2_left_left__REDUCED__3392-3429___3421-3481__DOTS_1,no significant pairs
2928.ID_532:binShort:4_left_left__REDUCED__8180-8223___8215-8271__DOTS_1,no significant pairs
2929.ID_533_left__REDUCED__25411-25452___25755-25804__DOTS_1,no significant pairs
293.ID_1156:binLong:65_left_left__REDUCED__13509-13572___14678-14726__DOTS_1,no significant pairs
2930.ID_534_left__REDUCED__16688-16755___16844-16939__DOTS_1,no significant pairs
2931.ID_534:binShort:2_left_left__REDUCED__20078-20120___20116-20150__DOTS_1,no significant pairs
2932.ID_535_left__REDUCED__17790-17836___17867-17897__DOTS_1,no significant pairs
2933.ID_536_left__REDUCED__28292-28347___29101-29143__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2934.ID_536:binLong:6_left_left__REDUCED__9551-9612___9903-9950__DOTS_1,no significant pairs
2935.ID_537_left__REDUCED__760-839___1568-1626__DOTS_1,no significant pairs
2936.ID_537:binShort:4_left_left__REDUCED__13950-14000___13992-14061__DOTS_1,no significant pairs
2937.ID_538_left__REDUCED__27720-27766___29305-29366__DOTS_1,no significant pairs
2938.ID_538:binShort:3_left_left__REDUCED__28345-28413___28406-28449__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2939.ID_539_left__REDUCED__29620-29686___29838-29887__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
294.ID_1157_left__REDUCED__2096-2156___2205-2265__DOTS_1,no significant pairs
2940.ID_539:binLong:53_left_left__REDUCED__7039-7105___7128-7172__DOTS_1,no significant pairs
2941.ID_53:binLong:12_left_left__REDUCED__11906-11980___12120-12198__DOTS_1,no significant pairs
2942.ID_53:binLong:26_left_left__REDUCED__4413-4485___4621-4679__DOTS_1,no significant pairs
2943.ID_53:binLong:27_left_left__REDUCED__9428-9481___9871-9942__DOTS_1,no significant pairs
2944.ID_53:binLong:57_left_left__REDUCED__28287-28347___29128-29148__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2945.ID_53:binLong:9_left_left__REDUCED__8974-9073___9501-9552__DOTS_1,no significant pairs
2946.ID_53:binShort:2_left_left__REDUCED__1747-1801___1783-1841__DOTS_1,no significant pairs
2947.ID_54_left__REDUCED__19056-19147___19518-19570__DOTS_1,no significant pairs
2948.ID_540_left__REDUCED__29658-29702___29802-29854__DOTS_1,no significant pairs
2949.ID_540:binLong:61_left_left__REDUCED__29626-29685___29847-29889__DOTS_1,no significant pairs
295.ID_1158_left__REDUCED__28289-28343___29120-29157__DOTS_1,no significant pairs
2950.ID_541_left__REDUCED__29641-29688___29811-29875__DOTS_1,no significant pairs
2951.ID_541:binLong:22_left_left__REDUCED__15490-15557___17431-17475__DOTS_1,no significant pairs
2952.ID_542_left__REDUCED__56-89___122-176__DOTS_1,no significant pairs
2953.ID_542:binShort:3_left_left__REDUCED__4974-5015___5007-5048__DOTS_1,no significant pairs
2954.ID_543_left__REDUCED__12688-12711___12727-12777__DOTS_1,no significant pairs
2955.ID_544_left__REDUCED__384-445___514-560__DOTS_1,no significant pairs
2956.ID_544:binLong:21_left_left__REDUCED__3229-3285___3325-3366__DOTS_1,no significant pairs
2957.ID_545_left__REDUCED__6835-6941___7165-7227__DOTS_1,no significant pairs
2958.ID_545:binLong:20_left_left__REDUCED__18148-18200___18817-18880__DOTS_1,no significant pairs
2959.ID_546_left__REDUCED__2979-3043___3060-3131__DOTS_1,no significant pairs
296.ID_1159_left__REDUCED__8353-8410___8397-8463__DOTS_1,no significant pairs
2960.ID_546:binShort:1_left_left__REDUCED__1311-1377___1363-1406__DOTS_1,no significant pairs
2961.ID_547_left__REDUCED__8118-8167___8196-8271__DOTS_1,no significant pairs
2962.ID_547:binShort:1_left_left__REDUCED__5870-5931___5919-5970__DOTS_1,no significant pairs
2963.ID_548_left__REDUCED__2030-2077___5679-5738__DOTS_1,no significant pairs
2964.ID_548:binLong:44_left_left__REDUCED__29647-29697___29804-29855__DOTS_1,no significant pairs
2965.ID_549_left__REDUCED__9968-10052___10064-10136__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2966.ID_549:binLong:32_left_left__REDUCED__13996-14063___14191-14219__DOTS_1,no significant pairs
2967.ID_54:binLong:14_left_left__REDUCED__18584-18647___19004-19104__DOTS_1,no significant pairs
2968.ID_54:binLong:2_left_left__REDUCED__762-859___1557-1628__DOTS_1,no significant pairs
2969.ID_54:binLong:23_left_left__REDUCED__11914-11983___12133-12189__DOTS_1,no significant pairs
297.ID_115:binLong:15_left_left__REDUCED__28829-28891___28901-28988__DOTS_1,no significant pairs
2970.ID_54:binLong:24_left_left__REDUCED__3760-3832___3918-3985__DOTS_1,no significant pairs
2971.ID_54:binLong:55_left_left__REDUCED__16417-16514___16577-16651__DOTS_1,no significant pairs
2972.ID_54:binLong:8_left_left__REDUCED__11825-11914___12183-12284__DOTS_1,no significant pairs
2973.ID_54:binShort:1_left_left__REDUCED__26997-27043___27023-27092__DOTS_1,no significant pairs
2974.ID_54:binShort:2_left_left__REDUCED__18140-18194___18172-18230__DOTS_1,no significant pairs
2975.ID_54:binShort:4_left_left__REDUCED__2233-2302___2270-2312__DOTS_1,no significant pairs
2976.ID_55_left__REDUCED__17086-17158___17247-17308__DOTS_1,no significant pairs
2977.ID_550_left__REDUCED__5155-5223___5172-5244__DOTS_1,no significant pairs
2978.ID_550:binLong:55_left_left__REDUCED__12796-12846___13267-13330__DOTS_1,no significant pairs
2979.ID_551_left__REDUCED__1084-1209___1129-1221__DOTS_1,no significant pairs
298.ID_115:binLong:19_left_left__REDUCED__23658-23702___24964-25006__DOTS_1,no significant pairs
2980.ID_551:binLong:15_left_left__REDUCED__27218-27262___27293-27339__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2981.ID_551:binLong:17_left_left__REDUCED__8796-8845___9970-10016__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2982.ID_551:binLong:28_left_left__REDUCED__11819-11879___12229-12287__DOTS_1,no significant pairs
2983.ID_552_left__REDUCED__4610-4674___4647-4708__DOTS_1,no significant pairs
2984.ID_552:binShort:4_left_left__REDUCED__15199-15259___15245-15320__DOTS_1,no significant pairs
2985.ID_553_left__REDUCED__6866-6951___7165-7227__DOTS_1,no significant pairs
2986.ID_553:binShort:2_left_left__REDUCED__7997-8040___8026-8087__DOTS_1,no significant pairs
2987.ID_554_left__REDUCED__20614-20664___20627-20697__DOTS_1,no significant pairs
2988.ID_554:binLong:39_left_left__REDUCED__11508-11558___11652-11705__DOTS_1,no significant pairs
2989.ID_554:binShort:2_left_left__REDUCED__11249-11302___11290-11340__DOTS_1,no significant pairs
299.ID_115:binLong:23_left_left__REDUCED__19063-19144___19456-19547__DOTS_1,no significant pairs
2990.ID_554:binShort:3_left_left__REDUCED__14391-14440___14433-14490__DOTS_1,no significant pairs
2991.ID_555_left__REDUCED__6861-6956___7165-7228__DOTS_1,no significant pairs
2992.ID_556_left__REDUCED__11720-11771___11747-11811__DOTS_1,no significant pairs
2993.ID_557_left__REDUCED__2491-2547___2636-2691__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2994.ID_557:binLong:1_left_left__REDUCED__18676-18734___19004-19072__DOTS_1,no significant pairs
2995.ID_557:binLong:23_left_left__REDUCED__952-1017___1392-1449__DOTS_1,no significant pairs
2996.ID_557:binLong:65_left_left__REDUCED__3222-3303___3338-3399__DOTS_1,no significant pairs
2997.ID_557:binShort:1_left_left__REDUCED__13609-13673___13663-13714__DOTS_1,no significant pairs
2998.ID_558_left__REDUCED__27860-27910___27884-27935__DOTS_1,no significant pairs
2999.ID_559_left__REDUCED__29211-29270___29247-29319__DOTS_1,no significant pairs
3.ID_100_left__REDUCED__14015-14099___14286-14329__DOTS_1,no significant pairs
30.ID_1017_left__REDUCED__2502-2574___2596-2665__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
300.ID_115:binLong:31_left_left__REDUCED__10171-10226___10250-10289__DOTS_1,no significant pairs
3000.ID_55:binLong:16_left_left__REDUCED__2090-2162___2175-2263__DOTS_1,no significant pairs
3001.ID_55:binLong:41_left_left__REDUCED__4503-4546___4552-4607__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3002.ID_55:binShort:1_left_left__REDUCED__22418-22473___22439-22494__DOTS_1,no significant pairs
3003.ID_55:binShort:2_left_left__REDUCED__8433-8491___8469-8528__DOTS_1,no significant pairs
3004.ID_55:binShort:3_left_left__REDUCED__26913-26962___26939-27009__DOTS_1,no significant pairs
3005.ID_56_left__REDUCED__28431-28523___28736-28798__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3006.ID_560_left__REDUCED__6376-6463___6386-6463__DOTS_1,no significant pairs
3007.ID_560:binLong:42_left_left__REDUCED__29705-29748___29748-29793__DOTS_1,no significant pairs
3008.ID_560:binLong:67_left_left__REDUCED__14959-15012___15029-15094__DOTS_1,no significant pairs
3009.ID_561_left__REDUCED__24543-24601___24573-24645__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
301.ID_115:binLong:55_left_left__REDUCED__3223-3306___3300-3412__DOTS_1,no significant pairs
3010.ID_562_left__REDUCED__27169-27233___27181-27245__DOTS_1,no significant pairs
3011.ID_563_left__REDUCED__27563-27645___27631-27670__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3012.ID_564_left__REDUCED__18911-18993___18953-19096__DOTS_1,no significant pairs
3013.ID_565_left__REDUCED__12712-12792___12724-12821__DOTS_1,no significant pairs
3014.ID_566_left__REDUCED__9957-10016___9991-10056__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3015.ID_567_left__REDUCED__5077-5112___5130-5194__DOTS_1,no significant pairs
3016.ID_568_left__REDUCED__28530-28612___28562-28641__DOTS_1,no significant pairs
3017.ID_569_left__REDUCED__5262-5332___5508-5570__DOTS_1,no significant pairs
3018.ID_569:binShort:2_left_left__REDUCED__12939-13005___13000-13040__DOTS_1,no significant pairs
3019.ID_569:binShort:3_left_left__REDUCED__2524-2569___2560-2622__DOTS_1,no significant pairs
302.ID_115:binShort:1_left_left__REDUCED__12662-12723___12710-12763__DOTS_1,no significant pairs
3020.ID_56:binLong:12_left_left__REDUCED__5941-6023___7263-7360__DOTS_1,no significant pairs
3021.ID_56:binLong:16_left_left__REDUCED__13607-13673___14504-14550__DOTS_1,no significant pairs
3022.ID_56:binLong:23_left_left__REDUCED__767-892___1541-1629__DOTS_1,no significant pairs
3023.ID_56:binLong:25_left_left__REDUCED__8974-9057___9495-9538__DOTS_1,no significant pairs
3024.ID_56:binLong:3_left_left__REDUCED__8801-8868___9970-10021__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3025.ID_56:binLong:4_left_left__REDUCED__13546-13618___14522-14626__DOTS_1,no significant pairs
3026.ID_56:binLong:55_left_left__REDUCED__2234-2284___2342-2430__DOTS_1,no significant pairs
3027.ID_56:binLong:6_left_left__REDUCED__13949-14003___14241-14322__DOTS_1,no significant pairs
3028.ID_56:binShort:1_left_left__REDUCED__25462-25532___25512-25558__DOTS_1,no significant pairs
3029.ID_56:binShort:2_left_left__REDUCED__12205-12252___12227-12288__DOTS_1,no significant pairs
303.ID_115:binShort:2_left_left__REDUCED__13178-13249___13236-13285__DOTS_1,no significant pairs
3030.ID_56:binShort:3_left_left__REDUCED__17956-18022___17995-18050__DOTS_1,no significant pairs
3031.ID_57_left__REDUCED__10323-10382___10414-10466__DOTS_1,no significant pairs
3032.ID_570_left__REDUCED__20986-21113___21067-21138__DOTS_1,no significant pairs
3033.ID_570:binShort:1_left_left__REDUCED__5440-5468___5458-5532__DOTS_1,no significant pairs
3034.ID_571_left__REDUCED__5204-5265___5234-5302__DOTS_1,no significant pairs
3035.ID_572_left__REDUCED__5785-5843___5818-5868__DOTS_1,no significant pairs
3036.ID_572:binLong:66_left_left__REDUCED__11816-11904___12227-12307__DOTS_1,no significant pairs
3037.ID_573_left__REDUCED__9190-9243___9226-9276__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3038.ID_574_left__REDUCED__2224-2284___2263-2320__DOTS_1,no significant pairs
3039.ID_574:binLong:9_left_left__REDUCED__15480-15552___17420-17482__DOTS_1,no significant pairs
304.ID_115:binShort:3_left_left__REDUCED__13316-13363___13339-13408__DOTS_1,no significant pairs
3040.ID_575_left__REDUCED__1531-1585___1576-1634__DOTS_1,no significant pairs
3041.ID_575:binShort:4_left_left__REDUCED__4573-4607___4599-4656__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
3042.ID_576_left__REDUCED__1017-1232___1223-1302__DOTS_1,no significant pairs
3043.ID_577_left__REDUCED__14551-14603___14582-14641__DOTS_1,no significant pairs
3044.ID_577:binLong:10_left_left__REDUCED__9562-9611___9898-9962__DOTS_1,no significant pairs
3045.ID_577:binLong:34_left_left__REDUCED__2922-2980___3025-3077__DOTS_1,no significant pairs
3046.ID_578_left__REDUCED__6300-6354___6343-6383__DOTS_1,no significant pairs
3047.ID_578:binShort:1_left_left__REDUCED__27449-27490___27479-27526__DOTS_1,no significant pairs
3048.ID_578:binShort:3_left_left__REDUCED__1521-1572___1566-1613__DOTS_1,no significant pairs
3049.ID_579_left__REDUCED__26933-26989___26963-27018__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
305.ID_115:binShort:4_left_left__REDUCED__17975-18034___18013-18060__DOTS_1,no significant pairs
